CustomerID,recency_days,last_purchase_date,frequency,Monetary,,,,,,,,
15282,570,5/18/2010 16:27,1,348.6,,,,,,,,
15283,390,11/14/2010 14:54,3,148.3,,,,,,,,
15284,500,7/27/2010 13:25,1,24.8,,,,,,,,
15285,407,10/28/2010 9:46,1,94.9,,,,,,,,
15286,49,10/21/2011 11:08,1,240.6,,,,,,,,
15287,22,11/17/2011 15:34,5,856,,,,,,,,
15288,43,10/27/2011 16:58,10,3697.2,,,,,,,,
15289,29,11/10/2011 13:49,5,1593.1,,,,,,,,
15290,4,12/5/2011 11:39,26,10496.3,,,,,,,,
15291,25,11/14/2011 11:02,40,13517.8,,,,,,,,
15292,201,5/22/2011 15:00,1,178.4,,,,,,,,
15293,665,2/12/2010 11:54,1,247.5,,,,,,,,
15294,410,10/25/2010 11:45,1,233.4,,,,,,,,
15295,654,2/23/2010 13:03,1,203.6,,,,,,,,
15296,50,10/20/2011 11:47,12,10323,,,,,,,,
15297,10,11/29/2011 16:32,3,641.9,,,,,,,,
15298,2,12/7/2011 17:17,23,9061.8,,,,,,,,
15299,67,10/3/2011 14:19,10,6156.5,,,,,,,,
15300,64,10/6/2011 17:08,1,496.4,,,,,,,,
15301,50,10/20/2011 9:57,17,6909.7,,,,,,,,
15302,730,12/9/2009 13:11,1,308,,,,,,,,
15303,290,2/22/2011 13:59,3,1224.2,,,,,,,,
15304,60,10/10/2011 10:23,9,796.4,,,,,,,,
15305,555,6/2/2010 13:50,1,93.6,,,,,,,,
15306,64,10/6/2011 12:56,9,3484.7,,,,,,,,
15307,95,9/5/2011 11:38,1,205.3,,,,,,,,
15308,274,3/10/2011 13:08,1,310.5,,,,,,,,
15309,610,4/8/2010 11:11,4,798,,,,,,,,
15310,478,8/18/2010 11:38,1,1634.6,,,,,,,,
15311,0,12/9/2011 12:00,208,114874.6,,,,,,,,
15312,75,9/25/2011 13:10,12,2930.2,,,,,,,,
15313,110,8/21/2011 16:02,1,52,,,,,,,,
15314,199,5/24/2011 14:39,3,820.5,,,,,,,,
15315,64,10/6/2011 12:51,2,570.5,,,,,,,,
15316,326,1/17/2011 11:34,1,165,,,,,,,,
15317,677,1/31/2010 15:55,1,129.8,,,,,,,,
15318,3,12/6/2011 11:30,1,312.6,,,,,,,,
15319,283,3/1/2011 12:48,1,204.5,,,,,,,,
15320,44,10/26/2011 13:27,1,267.1,,,,,,,,
15321,70,9/30/2011 9:40,12,6709.7,,,,,,,,
15322,85,9/15/2011 9:34,2,1390.9,,,,,,,,
15323,562,5/26/2010 10:01,3,434.6,,,,,,,,
15324,701,1/7/2010 14:37,1,140.2,,,,,,,,
15325,103,8/28/2011 11:55,8,1593.4,,,,,,,,
15326,333,1/10/2011 11:38,5,1700.5,,,,,,,,
15327,52,10/18/2011 11:55,1,208.8,,,,,,,,
15328,407,10/28/2010 9:05,1,107.2,,,,,,,,
15329,39,10/31/2011 15:36,11,2958.8,,,,,,,,
15330,32,11/7/2011 17:50,2,715,,,,,,,,
15331,499,7/28/2010 9:42,3,767.9,,,,,,,,
15332,366,12/8/2010 14:43,6,4892.7,,,,,,,,
15333,208,5/15/2011 13:27,1,1028.6,,,,,,,,
15334,156,7/6/2011 11:22,3,347.7,,,,,,,,
15335,53,10/17/2011 12:50,1,167.7,,,,,,,,
15336,401,11/3/2010 12:39,1,240.5,,,,,,,,
15337,411,10/24/2010 15:29,1,373,,,,,,,,
15338,677,1/31/2010 14:25,1,272.1,,,,,,,,
15339,66,10/4/2011 12:51,7,1754.9,,,,,,,,
15340,561,5/27/2010 10:27,1,105.5,,,,,,,,
15341,80,9/20/2011 9:40,2,2402.7,,,,,,,,
15342,129,8/2/2011 10:19,1,406.1,,,,,,,,
15343,87,9/13/2011 13:55,1,364.5,,,,,,,,
15344,0,12/9/2011 10:45,3,563.9,,,,,,,,
15345,45,10/25/2011 11:28,1,393.5,,,,,,,,
15346,332,1/11/2011 11:18,3,596.1,,,,,,,,
15347,366,12/8/2010 15:25,4,1162,,,,,,,,
15348,72,9/28/2011 13:17,1,158,,,,,,,,
15349,158,7/4/2011 16:06,2,461.4,,,,,,,,
15350,373,12/1/2010 13:33,2,547.6,,,,,,,,
15351,12,11/27/2011 12:52,10,3311.8,,,,,,,,
15352,548,6/9/2010 11:28,1,111.2,,,,,,,,
15353,254,3/30/2011 12:15,7,2777.6,,,,,,,,
15354,603,4/15/2010 16:24,3,284.4,,,,,,,,
15355,29,11/10/2011 13:44,2,277.1,,,,,,,,
15356,31,11/8/2011 13:11,13,3181,,,,,,,,
15358,4,12/5/2011 9:04,42,16425.9,,,,,,,,
15359,662,2/15/2010 10:47,8,181.4,,,,,,,,
15360,39,10/31/2011 9:35,1,427.9,,,,,,,,
15361,361,12/13/2010 9:52,4,689.1,,,,,,,,
15362,448,9/17/2010 10:37,2,613.1,,,,,,,,
15363,372,12/2/2010 12:28,2,678.1,,,,,,,,
15364,95,9/5/2011 9:46,2,913.2,,,,,,,,
15365,25,11/14/2011 8:29,13,4557.1,,,,,,,,
15366,75,9/25/2011 15:01,7,2389.1,,,,,,,,
15367,57,10/13/2011 14:13,11,5081.3,,,,,,,,
15368,21,11/18/2011 14:42,2,722.7,,,,,,,,
15369,492,8/4/2010 13:54,11,6251.3,,,,,,,,
15370,40,10/30/2011 10:58,8,3476.2,,,,,,,,
15371,662,2/15/2010 13:14,1,59.4,,,,,,,,
15372,137,7/25/2011 16:39,8,6017.1,,,,,,,,
15373,8,12/1/2011 15:05,17,3057.6,,,,,,,,
15374,128,8/3/2011 9:59,2,297.1,,,,,,,,
15375,690,1/18/2010 15:38,1,61,,,,,,,,
15376,40,10/30/2011 15:04,3,1203.9,,,,,,,,
15377,382,11/22/2010 8:55,4,1211.8,,,,,,,,
15378,462,9/3/2010 11:30,2,246.5,,,,,,,,
15379,169,6/23/2011 13:13,8,4877.8,,,,,,,,
15380,8,12/1/2011 12:13,11,3249,,,,,,,,
15381,213,5/10/2011 11:55,5,1890.6,,,,,,,,
15382,14,11/25/2011 10:58,12,13733.6,,,,,,,,
15384,169,6/23/2011 10:57,4,2027.8,,,,,,,,
15385,40,10/30/2011 15:11,3,942.1,,,,,,,,
15386,186,6/6/2011 13:47,1,394.1,,,,,,,,
15387,492,8/4/2010 16:05,1,468.7,,,,,,,,
15388,270,3/14/2011 13:53,1,140.5,,,,,,,,
15389,172,6/20/2011 16:18,5,2733.8,,,,,,,,
15390,396,11/8/2010 15:19,2,1216.7,,,,,,,,
15391,584,5/4/2010 15:04,1,289.9,,,,,,,,
15392,4,12/5/2011 11:01,7,2911.6,,,,,,,,
15393,16,11/23/2011 16:48,5,891.3,,,,,,,,
15394,9,11/30/2011 11:49,11,5286.8,,,,,,,,
15395,325,1/18/2011 12:40,1,107.5,,,,,,,,
15396,112,8/19/2011 10:56,2,796.4,,,,,,,,
15397,289,2/23/2011 9:25,1,94,,,,,,,,
15398,16,11/23/2011 16:47,2,1345.5,,,,,,,,
15399,1,12/8/2011 13:04,3,815.8,,,,,,,,
15400,92,9/8/2011 13:57,8,1302.3,,,,,,,,
15401,452,9/13/2010 13:42,2,217,,,,,,,,
15402,148,7/14/2011 12:17,6,1819.3,,,,,,,,
15403,491,8/5/2010 12:21,2,170.9,,,,,,,,
15404,375,11/29/2010 11:03,1,257.1,,,,,,,,
15405,189,6/3/2011 14:44,2,659.8,,,,,,,,
15406,31,11/8/2011 13:22,4,962.8,,,,,,,,
15407,33,11/6/2011 11:55,4,1042.6,,,,,,,,
15408,264,3/20/2011 15:02,1,267.2,,,,,,,,
15409,721,12/18/2009 15:35,1,131.3,,,,,,,,
15410,84,9/16/2011 14:47,10,4685.7,,,,,,,,
15411,26,11/13/2011 15:19,4,1342.4,,,,,,,,
15412,171,6/21/2011 15:24,1,190.5,,,,,,,,
15413,691,1/17/2010 11:33,5,6798.7,,,,,,,,
15414,9,11/30/2011 9:50,3,774.9,,,,,,,,
15415,313,1/30/2011 14:13,1,554.6,,,,,,,,
15416,64,10/6/2011 9:38,7,4572.8,,,,,,,,
15417,85,9/15/2011 15:26,1,508.8,,,,,,,,
15418,425,10/10/2010 13:38,2,442.5,,,,,,,,
15419,24,11/15/2011 9:23,1,135.9,,,,,,,,
15420,434,10/1/2010 15:46,6,743,,,,,,,,
15421,58,10/12/2011 9:20,10,3790.1,,,,,,,,
15422,323,1/20/2011 16:17,7,1606.6,,,,,,,,
15423,38,11/1/2011 14:01,3,266.9,,,,,,,,
15424,254,3/30/2011 13:02,3,597.8,,,,,,,,
15425,400,11/4/2010 18:13,4,1926.8,,,,,,,,
15426,19,11/20/2011 15:36,9,2092.7,,,,,,,,
15427,33,11/6/2011 14:29,3,1366.1,,,,,,,,
15428,15,11/24/2011 16:54,4,762.8,,,,,,,,
15429,26,11/13/2011 12:28,2,386.1,,,,,,,,
15430,467,8/29/2010 10:42,2,954.8,,,,,,,,
15431,502,7/25/2010 12:44,1,153.2,,,,,,,,
15432,23,11/16/2011 16:30,2,320.8,,,,,,,,
15433,213,5/10/2011 10:45,2,533.3,,,,,,,,
15434,8,12/1/2011 13:33,11,2567.1,,,,,,,,
15435,22,11/17/2011 16:39,1,149.3,,,,,,,,
15436,12,11/27/2011 16:05,3,1013.5,,,,,,,,
15437,262,3/22/2011 13:11,2,392.2,,,,,,,,
15438,131,7/31/2011 14:19,1,156.6,,,,,,,,
15439,404,10/31/2010 10:38,4,1269.1,,,,,,,,
15440,54,10/16/2011 12:16,3,381.4,,,,,,,,
15441,396,11/8/2010 15:50,3,1254.2,,,,,,,,
15442,248,4/5/2011 12:24,1,594,,,,,,,,
15443,1,12/8/2011 10:40,14,4928,,,,,,,,
15444,9,11/30/2011 17:37,2,1398.5,,,,,,,,
15445,264,3/20/2011 15:06,2,284.5,,,,,,,,
15446,376,11/28/2010 11:59,3,380.3,,,,,,,,
15447,330,1/13/2011 11:26,5,492.9,,,,,,,,
15448,312,1/31/2011 10:42,2,788.8,,,,,,,,
15449,26,11/13/2011 15:02,3,974.5,,,,,,,,
15450,30,11/9/2011 17:11,1,429.8,,,,,,,,
15451,434,10/1/2010 13:40,2,226.9,,,,,,,,
15452,29,11/10/2011 12:13,6,1764.8,,,,,,,,
15453,1,12/8/2011 10:59,7,1306.5,,,,,,,,
15454,362,12/12/2010 14:21,2,288.5,,,,,,,,
15455,597,4/21/2010 12:43,1,38.3,,,,,,,,
15456,283,3/1/2011 13:51,10,2091.5,,,,,,,,
15457,262,3/22/2011 15:31,1,228.7,,,,,,,,
15458,25,11/14/2011 13:08,2,370.4,,,,,,,,
15459,417,10/18/2010 15:25,2,202.8,,,,,,,,
15460,354,12/20/2010 16:08,1,199.1,,,,,,,,
15461,460,9/5/2010 12:31,2,429.7,,,,,,,,
15462,94,9/6/2011 13:11,4,737.1,,,,,,,,
15463,29,11/10/2011 12:57,1,126.1,,,,,,,,
15464,338,1/5/2011 15:56,1,1044.7,,,,,,,,
15465,19,11/20/2011 10:11,32,12100.4,,,,,,,,
15466,85,9/15/2011 14:08,4,1542.1,,,,,,,,
15467,9,11/30/2011 14:17,3,522.9,,,,,,,,
15468,51,10/19/2011 13:49,3,1430.5,,,,,,,,
15469,50,10/20/2011 16:21,3,874.3,,,,,,,,
15470,575,5/13/2010 9:35,1,63.4,,,,,,,,
15471,2,12/7/2011 14:12,3,1229.2,,,,,,,,
15472,113,8/18/2011 15:17,1,371.6,,,,,,,,
15473,14,11/25/2011 15:15,8,2046,,,,,,,,
15474,595,4/23/2010 11:14,1,150.4,,,,,,,,
15475,77,9/23/2011 15:20,1,454.1,,,,,,,,
15476,380,11/24/2010 15:17,4,2210,,,,,,,,
15477,649,2/28/2010 10:37,1,368.4,,,,,,,,
15478,40,10/30/2011 14:19,3,1976.7,,,,,,,,
15479,733,12/6/2009 15:08,1,147.4,,,,,,,,
15480,116,8/15/2011 14:32,5,6279,,,,,,,,
15481,401,11/3/2010 14:52,1,1993.3,,,,,,,,
15482,15,11/24/2011 10:46,19,14417.4,,,,,,,,
15483,161,7/1/2011 13:07,10,750.1,,,,,,,,
15484,1,12/8/2011 15:03,6,4652.1,,,,,,,,
15485,30,11/9/2011 14:31,7,4785.4,,,,,,,,
15486,527,6/30/2010 13:15,1,102,,,,,,,,
15487,679,1/29/2010 12:07,1,231.3,,,,,,,,
15488,92,9/8/2011 10:11,5,431.9,,,,,,,,
15489,22,11/17/2011 8:53,8,2419.6,,,,,,,,
15490,430,10/5/2010 13:11,1,158.5,,,,,,,,
15491,95,9/5/2011 15:56,6,3100.1,,,,,,,,
15492,28,11/11/2011 14:53,2,659.5,,,,,,,,
15493,32,11/7/2011 12:04,9,3941.6,,,,,,,,
15494,21,11/18/2011 14:51,5,3659.9,,,,,,,,
15495,379,11/25/2010 13:46,1,246.5,,,,,,,,
15496,631,3/18/2010 13:16,1,146.1,,,,,,,,
15497,17,11/22/2011 11:51,9,8657.4,,,,,,,,
15498,2,12/7/2011 12:48,44,24956.4,,,,,,,,
15499,723,12/16/2009 12:17,1,157,,,,,,,,
15500,8,12/1/2011 13:47,4,1131.6,,,,,,,,
15501,404,10/31/2010 11:15,2,397,,,,,,,,
15502,15,11/24/2011 12:48,14,12790.2,,,,,,,,
15503,362,12/12/2010 10:57,2,256.5,,,,,,,,
15504,81,9/19/2011 13:45,4,337.2,,,,,,,,
15505,52,10/18/2011 7:56,5,3611,,,,,,,,
15506,22,11/17/2011 12:11,6,1948.2,,,,,,,,
15507,171,6/21/2011 11:19,1,414.2,,,,,,,,
15508,189,6/3/2011 15:43,6,1000.3,,,,,,,,
15509,380,11/24/2010 14:48,1,152.4,,,,,,,,
15510,330,1/13/2011 12:10,1,250,,,,,,,,
15511,11,11/28/2011 9:43,5,883.6,,,,,,,,
15512,155,7/7/2011 10:20,4,321.6,,,,,,,,
15513,33,11/6/2011 14:36,35,26437.1,,,,,,,,
15514,12,11/27/2011 14:40,18,6215.2,,,,,,,,
15515,387,11/17/2010 13:39,1,171.8,,,,,,,,
15516,44,10/26/2011 10:51,3,62.4,,,,,,,,
15517,233,4/20/2011 14:02,1,267,,,,,,,,
15518,64,10/6/2011 13:05,15,4136.4,,,,,,,,
15519,383,11/21/2010 14:35,2,344.6,,,,,,,,
15520,1,12/8/2011 10:58,1,343.5,,,,,,,,
15521,40,10/30/2011 13:42,16,7050.5,,,,,,,,
15522,32,11/7/2011 11:26,2,387.5,,,,,,,,
15523,84,9/16/2011 16:29,16,17156.2,,,,,,,,
15524,24,11/15/2011 12:09,2,591.4,,,,,,,,
15525,2,12/7/2011 14:43,4,848.8,,,,,,,,
15526,33,11/6/2011 15:04,2,148.4,,,,,,,,
15527,18,11/21/2011 12:17,23,5457.3,,,,,,,,
15528,254,3/30/2011 16:14,1,229.3,,,,,,,,
15529,22,11/17/2011 11:29,12,4759.7,,,,,,,,
15530,21,11/18/2011 12:25,5,1768.5,,,,,,,,
15531,8,12/1/2011 18:43,2,1959.2,,,,,,,,
15532,25,11/14/2011 14:51,10,3707.9,,,,,,,,
15533,19,11/20/2011 15:35,3,807.6,,,,,,,,
15534,725,12/14/2009 12:48,1,162.3,,,,,,,,
15535,173,6/19/2011 16:02,6,1036.9,,,,,,,,
15536,409,10/26/2010 16:31,1,259.1,,,,,,,,
15537,163,6/29/2011 13:10,1,110.9,,,,,,,,
15538,537,6/20/2010 10:49,6,3358.4,,,,,,,,
15539,7,12/2/2011 13:36,1,538.5,,,,,,,,
15540,11,11/28/2011 13:51,2,460.7,,,,,,,,
15541,114,8/17/2011 14:58,1,85.1,,,,,,,,
15542,512,7/15/2010 13:32,3,854,,,,,,,,
15543,288,2/24/2011 15:26,2,240.6,,,,,,,,
15544,9,11/30/2011 16:43,20,7807.9,,,,,,,,
15545,54,10/16/2011 13:24,2,289,,,,,,,,
15546,606,4/12/2010 11:51,2,1079.1,,,,,,,,
15547,7,12/2/2011 12:52,26,9787.8,,,,,,,,
15548,595,4/23/2010 12:20,1,158.1,,,,,,,,
15549,77,9/23/2011 16:22,8,2276.5,,,,,,,,
15550,4,12/5/2011 15:38,12,2185.1,,,,,,,,
15551,36,11/3/2011 12:37,7,1651.3,,,,,,,,
15552,217,5/6/2011 14:47,2,252.5,,,,,,,,
15553,60,10/10/2011 14:02,1,406.1,,,,,,,,
15554,277,3/7/2011 9:00,1,217.2,,,,,,,,
15555,12,11/27/2011 16:19,36,11104.9,,,,,,,,
15556,24,11/15/2011 16:08,1,279.8,,,,,,,,
15557,28,11/11/2011 12:46,1,407.6,,,,,,,,
15558,639,3/10/2010 15:25,1,202.7,,,,,,,,
15559,568,5/20/2010 14:06,1,1109.4,,,,,,,,
15560,397,11/7/2010 10:15,2,153.5,,,,,,,,
15561,11,11/28/2011 11:07,8,1891.6,,,,,,,,
15562,351,12/23/2010 9:55,3,667.5,,,,,,,,
15563,22,11/17/2011 14:50,7,2846.1,,,,,,,,
15564,463,9/2/2010 15:52,2,70.7,,,,,,,,
15565,50,10/20/2011 14:33,2,173.2,,,,,,,,
15566,392,11/12/2010 12:11,2,227.9,,,,,,,,
15567,18,11/21/2011 10:48,1,186,,,,,,,,
15568,2,12/7/2011 11:27,3,758.3,,,,,,,,
15569,103,8/28/2011 10:15,10,3579.7,,,,,,,,
15570,7,12/2/2011 14:47,25,8479.7,,,,,,,,
15571,11,11/28/2011 10:02,14,3807.2,,,,,,,,
15572,4,12/5/2011 10:09,10,3922.3,,,,,,,,
15573,31,11/8/2011 11:38,5,1126.8,,,,,,,,
15574,177,6/15/2011 12:01,6,1061,,,,,,,,
15575,619,3/30/2010 12:50,1,30.1,,,,,,,,
15576,37,11/2/2011 12:03,1,921.4,,,,,,,,
15577,151,7/11/2011 17:03,5,396,,,,,,,,
15578,162,6/30/2011 13:03,1,127.1,,,,,,,,
15579,68,10/2/2011 12:45,5,1210.1,,,,,,,,
15580,376,11/28/2010 11:00,8,1336.6,,,,,,,,
15581,120,8/11/2011 9:38,37,7143.3,,,,,,,,
15582,24,11/15/2011 9:55,3,682.9,,,,,,,,
15583,376,11/28/2010 15:04,1,92.4,,,,,,,,
15584,23,11/16/2011 10:55,6,1257.3,,,,,,,,
15585,176,6/16/2011 8:38,1,455.3,,,,,,,,
15586,592,4/26/2010 11:00,3,1139.1,,,,,,,,
15587,50,10/20/2011 13:37,7,1522.1,,,,,,,,
15588,677,1/31/2010 12:19,1,579.6,,,,,,,,
15589,255,3/29/2011 9:54,3,478.5,,,,,,,,
15590,382,11/22/2010 14:49,5,1496.6,,,,,,,,
15591,582,5/6/2010 9:23,3,217.9,,,,,,,,
15592,46,10/24/2011 8:59,1,388.6,,,,,,,,
15593,70,9/30/2011 11:46,1,199.8,,,,,,,,
15594,15,11/24/2011 8:53,5,1771.8,,,,,,,,
15595,487,8/9/2010 12:27,1,357.6,,,,,,,,
15596,100,8/31/2011 10:55,9,2727.7,,,,,,,,
15597,35,11/4/2011 13:26,2,563.4,,,,,,,,
15598,53,10/17/2011 16:04,2,548,,,,,,,,
15599,26,11/13/2011 11:44,3,1250.1,,,,,,,,
15600,428,10/7/2010 14:30,4,1199.3,,,,,,,,
15601,11,11/28/2011 15:15,30,14191.7,,,,,,,,
15602,8,12/1/2011 14:14,16,3138,,,,,,,,
15603,78,9/22/2011 10:04,2,88.5,,,,,,,,
15604,52,10/18/2011 14:47,1,216.4,,,,,,,,
15605,36,11/3/2011 14:17,9,1742,,,,,,,,
15606,61,10/9/2011 15:47,17,5231,,,,,,,,
15607,336,1/7/2011 12:44,9,1709,,,,,,,,
15608,28,11/11/2011 13:20,5,1786,,,,,,,,
15609,184,6/8/2011 13:00,1,298.5,,,,,,,,
15610,51,10/19/2011 10:36,1,112.5,,,,,,,,
15611,9,11/30/2011 12:36,26,2997.3,,,,,,,,
15612,36,11/3/2011 14:52,2,195.2,,,,,,,,
15613,610,4/8/2010 12:51,1,433.7,,,,,,,,
15614,437,9/28/2010 10:46,4,3147.4,,,,,,,,
15615,10,11/29/2011 14:42,47,21374,,,,,,,,
15616,438,9/27/2010 13:10,1,317.1,,,,,,,,
15617,396,11/8/2010 16:07,3,828.6,,,,,,,,
15618,32,11/7/2011 8:34,4,776.9,,,,,,,,
15619,10,11/29/2011 8:14,1,336.4,,,,,,,,
15620,56,10/14/2011 12:41,4,1942.4,,,,,,,,
15621,4,12/5/2011 14:01,4,1214.1,,,,,,,,
15622,43,10/27/2011 16:44,17,7852.6,,,,,,,,
15623,141,7/21/2011 17:26,8,2437.1,,,,,,,,
15624,116,8/15/2011 11:38,4,588.1,,,,,,,,
15625,103,8/28/2011 10:21,9,3236.4,,,,,,,,
15626,74,9/26/2011 10:03,3,1067.5,,,,,,,,
15627,457,9/8/2010 14:14,2,566.9,,,,,,,,
15628,4,12/5/2011 10:24,17,5333.1,,,,,,,,
15629,450,9/15/2010 13:46,4,2240.9,,,,,,,,
15630,45,10/25/2011 15:36,3,1481.4,,,,,,,,
15631,642,3/7/2010 14:52,1,596.7,,,,,,,,
15632,15,11/24/2011 9:51,8,3285.3,,,,,,,,
15633,509,7/18/2010 13:54,13,4336,,,,,,,,
15634,17,11/22/2011 16:28,2,554.7,,,,,,,,
15635,395,11/9/2010 8:58,1,100.4,,,,,,,,
15636,89,9/11/2011 11:17,4,1444.6,,,,,,,,
15637,52,10/18/2011 8:28,5,797.6,,,,,,,,
15638,378,11/26/2010 11:52,6,2265.2,,,,,,,,
15639,134,7/28/2011 14:30,3,1060,,,,,,,,
15640,4,12/5/2011 14:35,29,23402.6,,,,,,,,
15641,105,8/26/2011 14:04,12,5345.6,,,,,,,,
15642,729,12/10/2009 11:51,1,105.8,,,,,,,,
15643,191,6/1/2011 7:38,3,664,,,,,,,,
15644,166,6/26/2011 14:54,4,784.2,,,,,,,,
15645,18,11/21/2011 11:55,3,1047.7,,,,,,,,
15646,157,7/5/2011 9:53,5,784.8,,,,,,,,
15647,415,10/20/2010 15:09,1,169,,,,,,,,
15648,204,5/19/2011 15:53,2,639.5,,,,,,,,
15649,336,1/7/2011 13:34,4,1660.4,,,,,,,,
15650,521,7/6/2010 10:41,2,553.9,,,,,,,,
15651,36,11/3/2011 8:41,5,1259.1,,,,,,,,
15652,91,9/9/2011 14:22,5,1405.9,,,,,,,,
15653,92,9/8/2011 10:49,2,877.4,,,,,,,,
15654,9,11/30/2011 13:08,2,922.5,,,,,,,,
15655,243,4/10/2011 15:25,1,560.7,,,,,,,,
15656,45,10/25/2011 14:56,4,748.5,,,,,,,,
15657,22,11/17/2011 12:19,1,30,,,,,,,,
15658,190,6/2/2011 15:22,8,2117.3,,,,,,,,
15659,43,10/27/2011 9:23,3,532.5,,,,,,,,
15660,25,11/14/2011 16:58,15,2603.7,,,,,,,,
15661,317,1/26/2011 13:56,8,1216,,,,,,,,
15662,661,2/16/2010 16:47,2,283.7,,,,,,,,
15663,106,8/25/2011 15:50,1,138.1,,,,,,,,
15664,50,10/20/2011 10:57,4,1254,,,,,,,,
15665,168,6/24/2011 14:57,5,3929.9,,,,,,,,
15666,472,8/24/2010 16:14,2,628.6,,,,,,,,
15667,39,10/31/2011 10:56,1,301.3,,,,,,,,
15668,217,5/6/2011 10:39,1,76.3,,,,,,,,
15669,40,10/30/2011 16:03,4,684.3,,,,,,,,
15670,296,2/16/2011 10:50,2,325.2,,,,,,,,
15671,18,11/21/2011 12:43,7,2657.1,,,,,,,,
15672,725,12/14/2009 16:52,1,45.3,,,,,,,,
15673,88,9/12/2011 16:12,9,5850.5,,,,,,,,
15674,73,9/27/2011 15:17,13,6948.2,,,,,,,,
15675,81,9/19/2011 13:48,4,542,,,,,,,,
15676,18,11/21/2011 12:40,3,3435.8,,,,,,,,
15677,49,10/21/2011 15:36,3,1305.6,,,,,,,,
15678,52,10/18/2011 9:25,3,1734.6,,,,,,,,
15679,24,11/15/2011 16:19,4,781.3,,,,,,,,
15680,9,11/30/2011 13:46,10,4028.7,,,,,,,,
15681,25,11/14/2011 16:30,14,2989.7,,,,,,,,
15682,599,4/19/2010 15:30,2,318.2,,,,,,,,
15683,117,8/14/2011 12:56,2,524.5,,,,,,,,
15684,547,6/10/2010 18:51,3,174,,,,,,,,
15685,450,9/15/2010 13:43,1,56,,,,,,,,
15686,420,10/15/2010 13:50,1,90,,,,,,,,
15687,8,12/1/2011 8:33,9,2993.1,,,,,,,,
15688,418,10/17/2010 12:06,1,187.2,,,,,,,,
15689,119,8/12/2011 9:37,3,521,,,,,,,,
15690,4,12/5/2011 15:59,2,239.8,,,,,,,,
15691,252,4/1/2011 15:13,4,571.3,,,,,,,,
15692,28,11/11/2011 14:12,1,191,,,,,,,,
15693,659,2/18/2010 14:37,1,37.5,,,,,,,,
15694,0,12/9/2011 9:44,24,9978.5,,,,,,,,
15695,266,3/18/2011 8:32,4,1131,,,,,,,,
15696,33,11/6/2011 14:02,13,3842.7,,,,,,,,
15697,689,1/19/2010 9:10,1,246.8,,,,,,,,
15698,624,3/25/2010 17:38,1,46.2,,,,,,,,
15699,17,11/22/2011 8:26,1,309.7,,,,,,,,
15700,172,6/20/2011 16:53,2,692.9,,,,,,,,
15701,2,12/7/2011 14:39,4,1497.4,,,,,,,,
15702,476,8/20/2010 14:50,2,140.4,,,,,,,,
15703,264,3/20/2011 10:51,1,211.5,,,,,,,,
15704,140,7/22/2011 13:35,6,3704.3,,,,,,,,
15705,201,5/22/2011 15:37,1,143.1,,,,,,,,
15706,63,10/7/2011 10:09,4,1060.6,,,,,,,,
15707,35,11/4/2011 14:35,4,888,,,,,,,,
15708,40,10/30/2011 10:54,9,3819.5,,,,,,,,
15709,283,3/1/2011 10:38,2,325.9,,,,,,,,
15710,417,10/18/2010 17:05,1,898.9,,,,,,,,
15711,556,6/1/2010 12:14,2,420.3,,,,,,,,
15712,9,11/30/2011 14:09,12,3472.4,,,,,,,,
15713,143,7/19/2011 13:34,4,839.6,,,,,,,,
15714,11,11/28/2011 11:26,5,784,,,,,,,,
15715,555,6/2/2010 9:56,5,658,,,,,,,,
15716,145,7/17/2011 11:59,11,2420,,,,,,,,
15717,234,4/19/2011 13:21,5,607,,,,,,,,
15718,540,6/17/2010 16:20,1,293.8,,,,,,,,
15719,32,11/7/2011 12:29,31,10163.1,,,,,,,,
15720,24,11/15/2011 14:48,2,739.2,,,,,,,,
15721,11,11/28/2011 12:14,1,451.5,,,,,,,,
15722,35,11/4/2011 11:43,11,5188.5,,,,,,,,
15723,364,12/10/2010 11:12,4,927.4,,,,,,,,
15724,201,5/22/2011 14:40,3,310.9,,,,,,,,
15725,15,11/24/2011 14:51,1,415.3,,,,,,,,
15726,390,11/14/2010 16:12,1,321.9,,,,,,,,
15727,16,11/23/2011 12:36,15,9204.9,,,,,,,,
15728,379,11/25/2010 10:39,2,544.6,,,,,,,,
15729,212,5/11/2011 12:36,3,192.6,,,,,,,,
15730,65,10/5/2011 12:31,5,1726.6,,,,,,,,
15731,553,6/4/2010 10:10,1,125.3,,,,,,,,
15732,212,5/11/2011 14:24,10,1544,,,,,,,,
15733,282,3/2/2011 9:05,1,162.3,,,,,,,,
15734,114,8/17/2011 10:50,4,2263.3,,,,,,,,
15735,421,10/14/2010 13:38,1,327.7,,,,,,,,
15736,435,9/30/2010 14:20,2,1754.4,,,,,,,,
15737,14,11/25/2011 11:21,8,1188.1,,,,,,,,
15738,18,11/21/2011 8:26,41,13033.3,,,,,,,,
15739,66,10/4/2011 13:42,1,449.1,,,,,,,,
15740,49,10/21/2011 14:29,1,154.9,,,,,,,,
15741,458,9/7/2010 16:21,2,208.6,,,,,,,,
15742,619,3/30/2010 15:25,1,156.9,,,,,,,,
15743,16,11/23/2011 17:19,4,772.6,,,,,,,,
15744,77,9/23/2011 9:52,1,34.8,,,,,,,,
15745,19,11/20/2011 13:45,4,1094.6,,,,,,,,
15746,134,7/28/2011 15:21,1,196.9,,,,,,,,
